EEG,alpha,beta,delta,theta
8.10547,0.193894,3.25647,4.77629,0.934505
10.7849,0.720001,4.47543,4.64922,0.721765
8.98438,1.16429,3.76101,4.50549,0.465911
4.62647,1.46189,1.43161,4.34697,0.179124
0.311279,1.56765,-1.43119,4.17559,-0.124954
-1.37329,1.46278,-3.54409,3.99332,-0.431808
-1.67236,1.15777,-4.06424,3.80215,-0.726699
-1.81275,0.691104,-2.95881,3.60405,-0.995361
-1.5686,0.124011,-0.922224,3.401,-1.2247
-0.952149,-0.4681,1.06717,3.19489,-1.40342
-0.408936,-1.00613,2.26177,2.98759,-1.52251
-0.805665,-1.41827,2.43757,2.78086,-1.57564
-1.87988,-1.64986,1.84652,2.57638,-1.55942
-0.823975,-1.67075,0.935125,2.3757,-1.47349
0.439453,-1.47927,0.0589441,2.18027,-1.32059
0.646973,-1.10211,-0.62706,1.99139,-1.10635
-0.140381,-0.590221,-1.08919,1.81019,-0.839091
-0.738526,-0.0115197,-1.28283,1.63767,-0.529444
0.860596,0.558748,-1.12158,1.47463,-0.18992
4.3274,1.04833,-0.583831,1.32171,0.165628
6.64673,1.39755,0.155846,1.17939,0.522629
6.7688,1.56695,0.731934,1.04796,0.86646
4.75464,1.54184,0.790146,0.927553,1.1831
2.83814,1.33341,0.268548,0.818125,1.4597
3.88184,0.976157,-0.468776,0.71948,1.68516
6.42701,0.522158,-0.805379,0.631269,1.85048
7.61109,0.0331649,-0.295643,0.552999,1.94921
7.91626,-0.428285,0.937367,0.484039,1.97755
7.37915,-0.807408,2.14519,0.423632,1.93454
7.65992,-1.06413,2.35635,0.370905,1.82195
5.40161,-1.17753,1.03314,0.324891,1.64417
0.848389,-1.1472,-1.44469,0.284549,1.408
-3.71094,-0.991716,-3.84055,0.248786,1.12231
-4.46778,-0.744428,-4.70844,0.216468,0.79773
-2.20947,-0.4474,-3.27174,0.186441,0.446141
2.65503,-0.144447,0.0160636,0.157541,0.0802225
7.31812,0.12558,3.61823,0.128616,-0.287075
9.55811,0.334162,5.72744,0.0985396,-0.643011
7.75147,0.466363,5.27404,0.0662276,-0.975501
2.97241,0.521573,2.52115,0.0306563,-1.27354
-1.67847,0.511791,-1.11227,-0.00912014,-1.5276
-3.53394,0.457853,-3.87756,-0.0539553,-1.72995
-2.09351,0.38438,-4.65372,-0.1046,-1.87483
-0.213623,0.314391,-3.46281,-0.161695,-1.95866
-0.0183106,0.264574,-1.28156,-0.225757,-1.98003
-1.66016,0.242076,0.657874,-0.297171,-1.93964
-2.41699,0.243427,1.59074,-0.376181,-1.84026
-1.63574,0.255773,1.52611,-0.462888,-1.68646
0.250244,0.260148,1.02189,-0.557254,-1.48443
0.909424,0.236081,0.671612,-0.659093,-1.24164
0.909424,0.166613,0.694431,-0.768075,-0.966587
0.952149,0.0428442,0.882628,-0.883714,-0.668455
0.946045,-0.13284,0.87066,-1.00538,-0.356849
0.646973,-0.345551,0.469339,-1.1323,-0.0414612
-0.372315,-0.569071,-0.193584,-1.26359,0.268259
-0.76294,-0.769371,-0.799402,-1.39825,0.563401
-1.94092,-0.909981,-1.09325,-1.53518,0.835836
-1.77002,-0.958343,-1.05425,-1.67319,1.07841
-2.05689,-0.892049,-0.863704,-1.81102,1.28511
-1.83106,-0.703845,-0.724036,-1.94733,1.45116
-2.98462,-0.404465,-0.687416,-2.08076,1.57314
-3.53394,-0.0227142,-0.624489,-2.20988,1.64898
-2.73438,0.39736,-0.341498,-2.3333,1.67797
0.720215,0.801927,0.256177,-2.44959,1.66068
3.88794,1.13478,1.07366,-2.55738,1.59886
5.48706,1.34561,1.85744,-2.65535,1.49537
4.49829,1.398,2.3071,-2.74221,1.35402
3.36304,1.27563,2.19268,-2.81677,1.17955
2.82593,0.985949,1.43214,-2.87793,0.977415
3.14331,0.560263,0.128219,-2.92466,0.753701
1.48316,0.0502998,-1.42514,-2.95609,0.51485
-3.97949,-0.478456,-2.78151,-2.97146,0.267466
-9.21631,-0.955693,-3.45682,-2.97017,0.0181263
-11.1389,-1.3162,-3.11876,-2.95179,-0.226737
-7.41578,-1.50935,-1.77738,-2.91603,-0.460928
-2.53906,-1.50677,0.144764,-2.86281,-0.678597
-0.817872,-1.30691,1.9497,-2.7922,-0.874365
-1.5625,-0.935788,2.97508,-2.70446,-1.04348
-2.96631,-0.443676,2.91922,-2.60002,-1.18194
-2.32544,0.101926,1.98388,-2.47946,-1.28661
0.311279,0.625876,0.736199,-2.34357,-1.35526
3.44849,1.05618,-0.2331,-2.19326,-1.3866
3.67432,1.33437,-0.642712,-2.02963,-1.38032
1.2085,1.42382,-0.634532,-1.85391,-1.33703
-1.59912,1.31499,-0.601983,-1.66747,-1.25839
-2.61841,1.02664,-0.858455,-1.47182,-1.14698
-2.51465,0.602955,-1.37933,-1.26856,-1.00627
-2.75269,0.10703,-1.79903,-1.05939,-0.840447
-3.48511,-0.388523,-1.6676,-0.846073,-0.654267
-3.8147,-0.812257,-0.791183,-0.630429,-0.452982
-2.62451,-1.10436,0.57892,-0.414326,-0.242242
-0.256348,-1.22536,1.84512,-0.199651,-0.0279598
2.49024,-1.16172,2.39692,0.0117063,0.183863
4.07715,-0.927557,1.97149,0.217869,0.387314
2.76489,-0.562174,0.815603,0.416996,0.576741
1.52588,-0.123677,-0.451509,0.607299,0.746901
1.75781,0.320123,-1.19024,0.787063,0.893104
4.32129,0.702127,-1.09582,0.954663,1.01135
6.35376,0.966043,-0.350816,1.10859,1.09844
6.99463,1.07466,0.503214,1.24744,1.15211
5.59693,1.01508,0.888004,1.36999,1.17112
3.2898,0.800149,0.515066,1.47512,1.15527
0.994874,0.466021,-0.460084,1.56191,1.10542
-1.94702,0.0662246,-1.5256,1.62959,1.02345
-3.07617,-0.336761,-2.08235,1.67761,0.912222
-1.91651,-0.681156,-1.75032,1.70558,0.775468
0.256348,-0.915276,-0.563893,1.71332,0.617682
2.33765,-1.00523,1.02928,1.70083,0.443977
2.31934,-0.939783,2.35932,1.66833,0.259933
1.9043,-0.731622,2.82981,1.61622,0.0714232
2.13013,-0.414946,2.19334,1.54511,-0.115585
2.63062,-0.0397944,0.68729,1.4558,-0.29525
1.14136,0.33589,-1.04165,1.34925,-0.462046
-1.48926,0.655223,-2.21447,1.22662,-0.610909
-2.64893,0.871001,-2.29174,1.08922,-0.73737
-1.20239,0.952698,-1.26477,0.938512,-0.837683
1.13525,0.890773,0.300836,0.776087,-0.908956
1.15357,0.697687,1.5296,0.603659,-0.949255
-0.573731,0.405526,1.70119,0.423046,-0.957672
-3.26538,0.0606525,0.673416,0.236148,-0.934356
-6.9336,-0.283736,-0.990139,0.044938,-0.880505
-9.00269,-0.575908,-2.29636,-0.148562,-0.798333
-7.83082,-0.773461,-2.37781,-0.3423,-0.690995
-3.50952,-0.849568,-1.01744,-0.534213,-0.562454
0.909424,-0.796689,1.17607,-0.722248,-0.41733
1.78223,-0.627193,3.07008,-0.904389,-0.260735
1.29395,-0.370845,3.63008,-1.07868,-0.09813
-0.286865,-0.0696716,2.50376,-1.24323,0.0648501
-1.97754,0.228856,0.224146,-1.39626,0.222598
-3.73535,0.479222,-2.08643,-1.53608,0.369735
-4.57154,0.644743,-3.33344,-1.66111,0.50129
-3.96729,0.702935,-3.02708,-1.76991,0.612847
-2.4292,0.648572,-1.49524,-1.8612,0.700707
-1.93482,0.494033,0.364541,-1.93385,0.762013
-2.47193,0.26691,1.62008,-1.98688,0.79485
-3.14942,0.00535009,1.80126,-2.01954,0.798294
-3.36304,-0.248098,1.08385,-2.03122,0.772462
-2.88086,-0.453135,0.0917894,-2.02152,0.718541
-2.23999,-0.577844,-0.524992,-1.99024,0.638752
-1.67236,-0.603414,-0.46911,-1.93738,0.536244
-2.13623,-0.526822,0.0814829,-1.86313,0.414928
-1.00708,-0.361127,0.646113,-1.7679,0.279326
0.256348,-0.133331,0.773838,-1.65225,0.134424
0.482178,0.119889,0.323741,-1.51695,-0.0144739
-0.805665,0.357877,-0.464831,-1.36294,-0.161898
-3.04566,0.542265,-1.13253,-1.19131,-0.302413
-3.72315,0.642804,-1.27857,-1.00332,-0.430843
-2.594,0.641936,-0.790731,-0.800382,-0.542482
-0.55542,0.537398,0.0970813,-0.584019,-0.633276
1.36719,0.342554,0.937777,-0.355877,-0.69997
1.74561,0.0844592,1.30993,-0.117703,-0.740228
-0.76294,-0.19998,1.0316,0.128666,-0.752721
-3.91846,-0.469245,0.244229,0.381321,-0.737168
-3.26538,-0.683102,-0.66439,0.638304,-0.694319
-0.616455,-0.808341,-1.25039,0.897625,-0.62591
1.9104,-0.823552,-1.22268,1.15729,-0.534575
1.31836,-0.722304,-0.575693,1.4153,-0.423744
1.02539,-0.514304,0.408935,1.66968,-0.297503
3.44238,-0.224364,1.28782,1.91851,-0.160457
6.21949,0.110739,1.65156,2.1599,-0.0175832
7.56226,0.447043,1.30586,2.39204,0.125947
6.22559,0.739202,0.359849,2.61319,0.264981
4.47388,0.946526,-0.817142,2.82175,0.394596
3.58887,1.03848,-1.7517,3.01621,0.51028
2.13623,0.99894,-2.06483,3.19519,0.608059
2.20947,0.828549,-1.62331,3.35745,0.684617
4.5044,0.545035,-0.579863,3.50185,0.737418
7.64161,0.181297,0.703634,3.62743,0.764818
8.95997,-0.21844,1.80003,3.73339,0.766128
7.05567,-0.604007,2.35794,3.81906,0.741626
5.05982,-0.925587,2.19337,3.88398,0.692509
6.073,-1.14013,1.32602,3.92781,0.620801
6.7688,-1.21708,-0.0231031,3.9504,0.529247
4.72412,-1.14261,-1.46686,3.95173,0.421193
1.62964,-0.921871,-2.53528,3.93197,0.30047
0.115967,-0.578928,-2.81926,3.89143,0.171262
1.68457,-0.154273,-2.14533,3.83058,0.0379578
3.89405,0.299846,-0.698899,3.75004,-0.0950227
5.9021,0.725861,0.999032,3.65054,-0.22339
7.36084,1.06823,2.29376,3.53296,-0.343139
8.70972,1.28074,2.69727,3.39828,-0.45068
7.77588,1.3328,2.12448,3.2476,-0.54296
5.78003,1.21386,0.920941,3.08209,-0.617539
3.10059,0.935414,-0.340745,2.90303,-0.672632
2.46582,0.530205,-1.17193,2.71174,-0.707128
3.04566,0.0485916,-1.39511,2.50963,-0.720599
3.27759,-0.44752,-1.15823,2.29814,-0.713278
2.22778,-0.892544,-0.757354,2.07874,-0.68601
-0.20752,-1.22589,-0.416707,1.85293,-0.640162
-1.93482,-1.40032,-0.185408,1.62221,-0.577547
-1.30615,-1.38876,0.000459583,1.38806,-0.500373
1.11694,-1.18864,0.181299,1.15194,-0.411187
2.69165,-0.822917,0.305786,0.915302,-0.312792
2.594,-0.337752,0.297144,0.679539,-0.208147
1.3794,0.203146,0.182676,0.446003,-0.100267
1.30005,0.726689,0.14002,0.215984,0.00785701
3.54004,1.16019,0.374758,-0.00929398,0.11334
6.68335,1.44144,0.899878,-0.228685,0.213474
9.17359,1.52761,1.40679,-0.441115,0.305792
8.08716,1.40177,1.38609,-0.645591,0.38811
3.61939,1.07601,0.476768,-0.8412,0.458576
-2.09961,0.590591,-1.17757,-1.02712,0.515697
-5.10254,0.00919341,-2.84695,-1.20262,0.558367
-4.8645,-0.589413,-3.54037,-1.36707,0.585864
-1.35498,-1.12199,-2.59579,-1.51991,0.597859
1.89209,-1.51239,-0.178065,-1.66071,0.594422
3.17383,-1.70231,2.66376,-1.78909,0.576021
3.47901,-1.65991,4.48072,-1.90478,0.543479
2.70996,-1.3849,4.21221,-2.0076,0.497909
1.33057,-0.909371,1.8283,-2.09744,0.440677
-0.421143,-0.294142,-1.56826,-2.17428,0.37339
-2.41699,0.37907,-4.2753,-2.23816,0.297887
-2.63672,1.01862,-4.88597,-2.28919,0.216224
-0.128174,1.53553,-3.05248,-2.32757,0.130646
4.79126,1.85599,0.311878,-2.35352,0.0435498
8.59986,1.93191,3.51118,-2.36734,-0.042579
9.58863,1.74809,4.96302,-2.36939,-0.125245
6.25,1.32479,4.01851,-2.36005,-0.202033
1.06812,0.71548,1.26129,-2.33973,-0.270685
-2.68555,-0.000114255,-1.8607,-2.3089,-0.329178
-4.77295,-0.726719,-3.84292,-2.26803,-0.375806
-4.5166,-1.36656,-3.90693,-2.21764,-0.409271
-3.09448,-1.83285,-2.3269,-2.15824,-0.428756
-1.32446,-2.06189,-0.150194,-2.09039,-0.433951
-0.653077,-2.02179,1.47822,-2.01464,-0.42504
-0.830079,-1.71696,1.95816,-1.93156,-0.402699
-0.585938,-1.18748,1.46579,-1.84171,-0.368105
0.427246,-0.503616,0.679984,-1.74567,-0.322954
2.97852,0.243839,0.235901,-1.64403,-0.269426
6.03638,0.955948,0.296093,-1.53738,-0.210103
7.50123,1.53913,0.520393,-1.42632,-0.14786
5.82886,1.91785,0.420181,-1.31145,-0.0857263
2.594,2.0447,-0.191962,-1.19339,-0.0267351
1.46484,1.90656,-1.00633,-1.07275,0.0262692
3.15552,1.52591,-1.42723,-0.950146,0.070814
5.10865,0.957182,-1.03657,-0.826198,0.104934
4.58374,0.278765,0.0387411,-0.701524,0.127241
2.67334,-0.418092,1.1418,-0.57675,0.136967
1.11694,-1.04192,1.49567,-0.452507,0.133998
0.12207,-1.51344,0.734892,-0.329433,0.118897
-1.20239,-1.776,-0.807705,-0.208168,0.0929062
-2.75269,-1.80255,-2.26029,-0.0893514,0.0579294
-4.08936,-1.59834,-2.71726,0.0263729,0.0164918
-2.69776,-1.19897,-1.76652,0.138361,-0.0283507
1.71509,-0.664493,0.28181,0.24597,-0.0731642
7.69043,-0.0703328,2.57336,0.348569,-0.114331
11.554,0.503502,4.14556,0.445539,-0.148255
11.6211,0.983459,4.34881,0.536274,-0.171567
9.11255,1.31214,3.05194,0.620181,-0.181335
6.00586,1.45537,0.611305,0.696674,-0.175279
3.03955,1.40563,-2.28361,0.765175,-0.151943
0.0305176,1.18164,-4.77894,0.825122,-0.110827
-2.23389,0.824129,-6.02892,0.875982,-0.0524496
-3.4668,0.388907,-5.42682,0.917257,0.0216361
-2.0752,-0.0618126,-2.89362,0.948494,0.108851
1.57471,-0.468403,0.911313,0.969283,0.205641
7.98951,-0.781874,4.66728,0.97926,0.307584
12.8479,-0.969858,6.86229,0.978116,0.409586
12.7808,-1.01981,6.50595,0.965601,0.50613
8.12989,-0.93908,3.70353,0.941528,0.591557
2.20947,-0.752147,-0.298327,0.905779,0.660338
0.354004,-0.495491,-3.70591,0.858311,0.707355
2.66724,-0.21113,-5.11688,0.799162,0.728159
4.24195,0.060105,-4.24868,0.728455,0.719222
3.63159,0.284469,-2.00126,0.646404,0.678152
2.26441,0.439516,0.182603,0.553321,0.603883
1.15967,0.516144,1.23299,0.449608,0.496832
0.567627,0.518361,1.03936,0.335764,0.359014
0.256348,0.46097,0.343189,0.212371,0.194104
-0.347901,0.365663,0.065265,0.080097,0.00738366
1.49536,0.256286,0.58551,-0.0603083,-0.194413
3.37525,0.154189,1.49851,-0.208006,-0.403361
3.52173,0.0745398,1.99181,-0.362071,-0.610689
1.94092,0.0241976,1.52296,-0.521498,-0.807159
-0.335694,0.00140602,0.259616,-0.68521,-0.983494
-2.36206,-0.00279098,-1.05088,-0.85207,-1.1308
-2.6062,-0.00178088,-1.66179,-1.02089,-1.24099
-1.72119,-0.0098605,-1.38717,-1.19045,-1.3072
-1.36719,-0.0386264,-0.698262,-1.35948,-1.32414
-2.85034,-0.0939375,-0.291098,-1.52668,-1.28843
-5.84717,-0.174047,-0.486238,-1.69072,-1.19888
-7.6355,-0.26933,-0.95466,-1.85028,-1.05663
-6.61621,-0.363713,-0.997838,-2.00403,-0.865231
-3.56446,-0.437536,-0.158745,-2.15065,-0.630584
-0.262451,-0.471268,1.33266,-2.28885,-0.360744
2.36817,-0.449441,2.64998,-2.4174,-0.0656333
3.08228,-0.364089,2.94182,-2.53513,0.243327
2.12402,-0.217068,1.94476,-2.64091,0.553654
-0.0793458,-0.0207615,0.165501,-2.73371,0.852321
-1.16577,0.203013,-1.49549,-2.81261,1.12631
-1.17188,0.425745,-2.36622,-2.87675,1.36318
0.0915528,0.61624,-2.37939,-2.9254,1.55167
-0.286865,0.745339,-1.93532,-2.95795,1.68221
-1.18408,0.790626,-1.42119,-2.9739,1.74746
-3.30811,0.740303,-0.839168,-2.97292,1.74265
-3.36304,0.595518,0.113971,-2.95481,1.66596
-0.366211,0.37076,1.58551,-2.91952,1.51864
4.60205,0.0922637,3.15833,-2.86716,1.30509
6.51856,-0.205375,3.92645,-2.79799,1.03273
3.19824,-0.483936,3.09478,-2.71241,0.711736
-3.32642,-0.706988,0.675475,-2.61097,0.354634
-8.4961,-0.845122,-2.29689,-2.49436,-0.024152
-9.10645,-0.880163,-4.28998,-2.36343,-0.408893
-7.08619,-0.807733,-4.23364,-2.21914,-0.783235
-3.97339,-0.63781,-2.242,-2.06257,-1.13095
-1.64795,-0.393235,0.443289,-1.89494,-1.43672
-1.55029,-0.10642,2.27489,-1.71755,-1.68681
-3.39966,0.18523,2.41028,-1.5318,-1.86971
-6.40259,0.44452,1.19566,-1.33915,-1.97663
-6.62232,0.639552,-0.197931,-1.14117,-2.00196
-2.49024,0.747989,-0.681975,-0.939422,-1.94352
3.02124,0.759858,-0.015503,-0.735554,-1.80278
5.60913,0.678485,1.11435,-0.531208,-1.58483
2.45361,0.519423,1.69852,-0.328038,-1.29817
-2.14234,0.307662,1.19073,-0.127675,-0.954364
-2.51465,0.0736287,-0.131002,0.0682873,-0.567579
0.732422,-0.151328,-1.45614,0.258315,-0.153984
2.62451,-0.339309,-2.09471,0.440944,0.268911
0.775147,-0.469481,-1.9438,0.614799,0.683018
-2.66113,-0.530479,-1.41816,0.778597,1.07049
-3.88184,-0.521281,-0.962673,0.931172,1.41452
-2.09351,-0.450508,-0.607951,1.07148,1.70012
0.897217,-0.334328,0.0267178,1.19862,1.91477
4.25415,-0.193334,1.27882,1.31183,2.04905
8.30079,-0.0489881,2.93709,1.41052,2.09703
10.1868,0.0797149,4.15789,1.49425,2.05658
8.66089,0.178799,3.95035,1.56276,1.9295
4.47998,0.24075,1.91135,1.61595,1.72137
-0.244141,0.26478,-1.34117,1.65392,1.44132
-3.32642,0.255993,-4.39589,1.67689,1.10161
-5.70679,0.223672,-5.82238,1.68529,0.71711
-5.97535,0.17899,-4.98397,1.67968,0.304655
-4.35791,0.132599,-2.359,1.66077,-0.117752
-1.91651,0.0925493,0.805948,1.62943,-0.53176
0.183106,0.0629523,3.23183,1.58665,-0.919513
0.164795,0.0436106,4.23017,1.53356,-1.26447
-0.585938,0.030602,3.85848,1.47138,-1.55215
0.439453,0.0176292,2.62617,1.40142,-1.77082
1.04981,-0.00214467,1.06819,1.32507,-1.91196
0.604248,-0.0340988,-0.481191,1.24377,-1.97061
-2.51465,-0.0804073,-1.8239,1.15901,-1.94551
-6.28052,-0.138974,-2.72341,1.07227,-1.83912
-6.71997,-0.203326,-2.87382,0.985081,-1.65752
-3.9856,-0.263485,-2.09667,0.898905,-1.41004
-0.494385,-0.307635,-0.598432,0.815183,-1.1088
0.665284,-0.324274,0.983409,0.735288,-0.76812
-1.17798,-0.304478,1.87455,0.660518,-0.403789
-2.70386,-0.243856,1.64472,0.592082,-0.0323399
-3.00293,-0.143856,0.531687,0.531078,0.329773
-1.12305,-0.0121731,-0.6641,0.478484,0.666949
0.408936,0.137819,-1.08942,0.435137,0.965147
2.74658,0.288596,-0.420711,0.401726,1.21249
4.84009,0.420794,0.892869,0.378782,1.39975
5.69458,0.515986,1.91649,0.366666,1.52069
4.15039,0.559473,1.86449,0.365568,1.57229
2.18506,0.542629,0.646487,0.375496,1.55478
1.16577,0.4644,-1.0586,0.396273,1.4716
1.18408,0.331683,-2.25515,0.42754,1.32908
0.469971,0.158516,-2.29322,0.468763,1.13613
-1.45264,-0.035755,-1.27771,0.519238,0.903664
-1.7395,-0.229054,0.054337,0.578104,0.644096
-0.238037,-0.399516,0.884021,0.644351,0.370629
0.842286,-0.52838,0.879823,0.716832,0.0965874
-0.482178,-0.602391,0.374018,0.794282,-0.165263
-2.16675,-0.615327,0.033307,0.875321,-0.403333
-1.68457,-0.568479,0.290243,0.958474,-0.607752
1.99585,-0.470082,0.978411,1.04218,-0.770787
4.20532,-0.333813,1.45516,1.12484,-0.887145
3.60718,-0.176604,1.12068,1.20478,-0.954138
0.396729,-0.0160882,-0.0653453,1.28035,-0.971707
-2.22778,0.131895,-1.47488,1.34989,-0.942316
-2.81372,0.255312,-2.21349,1.41178,-0.870733
-0.616455,0.347128,-1.75233,1.46444,-0.763705
3.05176,0.405528,-0.329995,1.50637,-0.629535
5.12085,0.433166,1.17587,1.53615,-0.477542
4.15039,0.435675,1.82616,1.55249,-0.317481
1.13525,0.419797,1.24353,1.55421,-0.158949
-1.71509,0.39153,-0.150625,1.54028,-0.0108557
-2.13623,0.354672,-1.43686,1.50985,0.119031
-0.787354,0.310007,-1.80887,1.46225,0.224466
1.82495,0.25532,-1.0674,1.39698,0.301028
3.89405,0.186277,0.317776,1.31378,0.346304
3.6438,0.0980376,1.56941,1.21255,0.35996
1.17798,-0.0127268,2.09538,1.09343,0.343674
-1.45874,-0.145914,1.77421,0.95676,0.300943
-1.05591,-0.296617,0.893625,0.8031,0.236817
0.274658,-0.45459,-0.131958,0.633224,0.157567
-0.579834,-0.604651,-1.01169,0.448121,0.0702949
-4.69971,-0.728038,-1.63093,0.248978,-0.0175209
-9.90601,-0.804657,-1.9417,0.0371746,-0.0984984
-10.8826,-0.816018,-1.85937,-0.185733,-0.165822
-8.60596,-0.748461,-1.29472,-0.418023,-0.213674
-4.39453,-0.596148,-0.291658,-0.657822,-0.237604
-2.55737,-0.363243,0.881713,-0.90312,-0.2348
-3.01514,-0.0648527,1.81352,-1.1518,-0.204249
-3.53394,0.273534,2.17143,-1.40165,-0.146787
-2.68555,0.618198,1.90043,-1.65041,-0.0650645
-0.457764,0.930756,1.2302,-1.89573,0.0365859
1.79443,1.17273,0.479464,-2.13529,0.152389
1.10474,1.31053,-0.180898,-2.36673,0.275465
-1.64795,1.32012,-0.80169,-2.58774,0.398235
-5.15747,1.19078,-1.49787,-2.79602,0.512836
-7.53785,0.927428,-2.19874,-2.9894,0.611568
-8.09937,0.551023,-2.54763,-3.16576,0.687332
-8.06885,0.0970307,-2.09119,-3.3231,0.73406
-7.22657,-0.388112,-0.658856,-3.45958,0.747052
-5.50537,-0.852076,1.35639,-3.5735,0.72324
-3.74756,-1.24268,3.07971,-3.66334,0.661374
-3.80249,-1.51412,3.61687,-3.72779,0.562138
-6.35376,-1.63265,2.62117,-3.76573,0.428181
-9.28345,-1.5809,0.571069,-3.77628,0.264029
-9.83277,-1.36036,-1.46758,-3.75877,0.0759031
-7.9712,-0.99162,-2.47337,-3.71279,-0.12856
-6.14014,-0.512342,-2.09009,-3.63815,-0.340666
-5.93262,0.0268188,-0.82039,-3.53494,-0.551081
-7.35474,0.567897,0.344632,-3.40347,-0.750277
-7.53785,1.05219,0.612959,-3.24431,-0.928978
-7.50123,1.42694,-0.0718973,-3.05825,-1.07858
-6.54297,1.65131,-1.01536,-2.84634,-1.19158
-5.93872,1.701,-1.28892,-2.60983,-1.26193
-5.51758,1.57087,-0.420461,-2.35018,-1.28537
-2.86255,1.27543,1.22648,-2.06906,-1.25965
-0.628662,0.84706,2.65654,-1.76832,-1.1846
0.65918,0.332281,2.89825,-1.44998,-1.06216
-0.634766,-0.213413,1.66583,-1.11621,-0.896268
-4.18091,-0.731722,-0.425571,-0.769291,-0.69267
-6.84205,-1.16793,-2.23992,-0.411634,-0.458744
-7.02515,-1.47681,-2.8388,-0.0457114,-0.203175
-4.08325,-1.62729,-2.05503,0.325949,0.0644237
-0.933838,-1.60553,-0.54408,0.700788,0.333948
0.689698,-1.41596,0.701625,1.07623,0.595257
-0.653077,-1.08042,1.02596,1.44969,0.838623
-2.22168,-0.635511,0.505635,1.81864,1.05511
-1.62964,-0.128525,-0.185478,2.18058,1.23689
2.771,0.387541,-0.32079,2.53308,1.37746
7.65992,0.859456,0.328523,2.87382,1.47188
10.1135,1.23914,1.32746,3.20058,1.51694
9.72901,1.48845,1.89935,3.51128,1.5113
7.92847,1.58279,1.49108,3.80396,1.45553
6.25611,1.51332,0.17448,4.07684,1.35201
4.62647,1.28756,-1.38979,4.32833,1.20487
3.68042,0.928472,-2.38098,4.55699,1.01974
3.60718,0.472141,-2.32732,4.76161,0.803531
4.45557,-0.0357001,-1.35195,4.94115,0.564101
3.71094,-0.544069,-0.0228508,5.09479,0.309902
1.50757,-1.00162,1.0435,5.2219,0.0496668
1.01318,-1.36156,1.5261,5.32204,-0.207904
2.37427,-1.58628,1.47288,5.39498,-0.454447
4.94995,-1.65106,1.11458,5.44069,-0.682223
4.76075,-1.54667,0.622162,5.45934,-0.884358
1.92871,-1.28046,0.0218122,5.45128,-1.05506
-0.286865,-0.876025,-0.683374,5.41704,-1.18979
-0.799561,-0.371231,-1.33266,5.35731,-1.28545
1.84937,0.185007,-1.5778,5.27295,-1.34038
5.26123,0.737185,-1.08878,5.16495,-1.3544
7.78199,1.22849,0.133349,5.03447,-1.3287
8.01392,1.6064,1.5924,4.88276,-1.2657
6.85425,1.82822,2.46746,4.71122,-1.1689
6.5857,1.86579,2.07373,4.52132,-1.04272
5.41382,1.70907,0.342168,4.31461,-0.892303
1.94092,1.36795,-2.00933,4.09273,-0.723322
-3.22876,0.872039,-3.77193,3.85733,-0.541719
-4.3396,0.268273,-3.87874,3.61012,-0.353458
-0.750733,-0.383296,-2.02239,3.35281,-0.164309
3.79029,-1.01534,1.10522,3.08714,0.0203275
6.85425,-1.56012,4.10518,2.81482,0.195561
6.89698,-1.95678,5.55083,2.53757,0.357134
5.65186,-2.15827,4.69596,2.25706,0.501519
2.34985,-2.13703,1.84385,1.97495,0.625981
-2.6001,-1.8887,-1.80276,1.69284,0.728618
-4.99878,-1.43336,-4.71791,1.41227,0.808364
-4.55323,-0.814143,-5.75448,1.13475,0.864937
-1.64795,-0.093156,-4.62896,0.861711,0.898755
1.54419,0.654763,-1.97506,0.594494,0.910808
2.62451,1.34995,1.02506,0.334373,0.902525
4.96826,1.91659,3.2215,0.0825282,0.875647
6.53687,2.29122,3.99295,-0.159951,0.832133
8.72803,2.43,3.42782,-0.392066,0.774093
9.3628,2.31404,2.13491,-0.612908,0.70374
8.09327,1.95196,0.823811,-0.821657,0.623322
5.92041,1.37939,-0.0919519,-1.01758,0.535033
3.58277,0.655456,-0.645864,-1.20004,0.440932
1.83716,-0.14357,-1.15681,-1.36848,0.342895
-0.22583,-0.932609,-1.88243,-1.52243,0.242604
-3.6377,-1.62725,-2.73097,-1.66152,0.14154
-7.84302,-2.15317,-3.2374,-1.78543,0.0409812
-9.97315,-2.45449,-2.83783,-1.89396,-0.0579822
-7.47071,-2.49986,-1.27551,-1.98694,-0.154385
-2.0874,-2.28586,1.12652,-2.06432,-0.247277
2.92359,-1.83711,3.52027,-2.12608,-0.33562
4.84619,-1.20331,4.91067,-2.17231,-0.418235
5.15137,-0.45335,4.65143,-2.20314,-0.493804
4.62036,0.332563,2.77889,-2.21877,-0.560919
3.19824,1.072,0.00164343,-2.21948,-0.618118
0.891114,1.68936,-2.63514,-2.20561,-0.663922
-0.372315,2.12395,-4.21524,-2.17758,-0.696868
0.518799,2.33601,-4.3057,-2.13585,-0.715569
1.84326,2.3103,-3.05382,-2.08095,-0.718786
2.4231,2.05687,-1.03765,-2.01347,-0.705534
1.75171,1.60901,1.00626,-1.93405,-0.67519
2.17896,1.0188,2.44029,-1.8434,-0.627588
3.82691,0.350751,2.89359,-1.74226,-0.563095
4.43726,-0.325741,2.33493,-1.63145,-0.482672
2.78931,-0.944003,1.06662,-1.51182,-0.387901
-0.305176,-1.44693,-0.364164,-1.38429,-0.281001
-2.36817,-1.7923,-1.35007,-1.24984,-0.16479
